nm_name,st_name_clean,st_name,nm_city,st_area,st_road,st_address,st_url,st_score,st_price,st_total_com,st_tag,longitude,latitude
東大門夜市,水哥烤魷魚原住民風味餐,水哥烤魷魚原住民風味餐,花蓮縣,花蓮市,,A44,"https://www.google.com/maps/place/%E6%B0%B4%E5%93%A5%E7%83%A4%E9%AD%B7%E9%AD%9A%E5%8E%9F%E4%BD%8F%E6%B0%91%E9%A2%A8%E5%91%B3%E9%A4%90/@23.972183,121.6095751,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe97638a78d:0x852b9ae6e567faca!8m2!3d23.972183!4d121.61215!16s%2Fg%2F11fz9yzv5r?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.5,,52,"野菜,價格,炒,飛魚,烏賊,苦瓜,素食,道,車輪,聚餐",23.972183,121.61215
東大門夜市,隨客意臭臭鍋,隨客意臭臭鍋,花蓮縣,花蓮市,,B49,"https://www.google.com/maps/place/%E9%9A%A8%E5%AE%A2%E6%84%8F%E8%87%AD%E8%87%AD%E9%8D%8B/@23.972274,121.6095784,17z/data=!3m1!4b1!4m6!3m5!1s0x34689ff26f747223:0xee91f7b291066be6!8m2!3d23.972274!4d121.6121533!16s%2Fg%2F11gmg62h6b?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",2.4,$1-200,56,"臭豆腐,醬,黑胡椒,紅茶,蘑菇,牛排,炸,鴨血,粽子,鐵板",23.972274,121.6121533
東大門夜市,花蓮鬼匠拉麵東大店,花蓮鬼匠拉麵東大店,花蓮縣,花蓮市,, 入口處,"https://www.google.com/maps/place/%E8%8A%B1%E8%93%AE%E9%AC%BC%E5%8C%A0%E6%8B%89%E9%BA%B5%E6%9D%B1%E5%A4%A7%E5%BA%97/@23.9730537,121.6096778,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fde0a2b2eb5:0xf904ed45c790d8a5!8m2!3d23.9730537!4d121.6122527!16s%2Fg%2F11gm6y6r1y?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.5,$1-200,74,"蝦,湯,夜市,價格,豚骨,叉燒,口感,碗,地獄拉麵,辣",23.9730537,121.6122527
東大門夜市,首都碳烤,首都碳烤,花蓮縣,花蓮市,, B519-2 號,"https://www.google.com/maps/place/%E9%A6%96%E9%83%BD%E7%A2%B3%E7%83%A4/@23.9723145,121.6096388,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe99dfe6a93:0x19fc0a4ce926712!8m2!3d23.9723145!4d121.6122137!16s%2Fg%2F11ddxysyl1?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",2.9,$1-200,109,"價格,醬汁,串,炭烤,香菇,蔥,豆乾,甜不辣,雞屁股,吐",23.9723145,121.6122137
東大門夜市,花蓮東大門夜市A41滿面豆花,花蓮東大門夜市A41滿面豆花,花蓮縣,花蓮市,,A41,"https://www.google.com/maps/place/%E8%8A%B1%E8%93%AE%E6%9D%B1%E5%A4%A7%E9%96%80%E5%A4%9C%E5%B8%82A41%E6%BB%BF%E9%9D%A2%E8%B1%86%E8%8A%B1/@23.9722413,121.6094252,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fd57545bb4b:0x28158d0ab39e9191!8m2!3d23.9722413!4d121.6120001!16s%2Fg%2F11y1j8qy_9?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.4,,5,配料,23.9722413,121.6120001
東大門夜市,公正街香酥雞,公正街香酥雞,花蓮縣,花蓮市,,C25,"https://www.google.com/maps/place/%E5%85%AC%E6%AD%A3%E8%A1%97%E9%A6%99%E9%85%A5%E9%9B%9E/@23.9729303,121.6095696,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fc1b9919ba1:0x5d12e7fc8ffe5e1c!8m2!3d23.9729303!4d121.6121445!16s%2Fg%2F11c44dllkk?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",3.1,$1-200,174,"鹹酥雞,炸,魷魚,價格,米血,甜不辣,螃蟹,九層塔,口感,糯米",23.9729303,121.6121445
東大門夜市,恰好食光,恰好食光,花蓮縣,花蓮市,,C28,"https://www.google.com/maps/place/%E6%81%B0%E5%A5%BD%E9%A3%9F%E5%85%89/@23.9729054,121.6094122,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe98a9e38a7:0xd353da23177f10ae!8m2!3d23.9729054!4d121.6119871!16s%2Fg%2F11bx5680gk?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.0,$1-200,166,"規劃,價格,表演,銀絲卷,街頭藝人,大阪燒,垃圾分類,煉乳,炒麵,垃圾桶",23.9729054,121.6119871
東大門夜市,黃金屋壽司坊,黃金屋壽司坊,花蓮縣,花蓮市,, C30,"https://www.google.com/maps/place/%E9%BB%83%E9%87%91%E5%B1%8B%E5%A3%BD%E5%8F%B8%E5%9D%8A/@23.9727844,121.6093397,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe99b2d19a3:0xc986060f6e446866!8m2!3d23.9727844!4d121.6119146!16s%2Fg%2F11hd9qbr13?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",3.9,,53,"味噌湯,夜市,鮭魚",23.9727844,121.6119146
東大門夜市,東大門,東大門(福町夜市C22)起司馬鈴薯,花蓮縣,花蓮市,,C22攤位,"https://www.google.com/maps/place/%E6%9D%B1%E5%A4%A7%E9%96%80%EF%BC%88%E7%A6%8F%E7%94%BA%E5%A4%9C%E5%B8%82C22)%E8%B5%B7%E5%8F%B8%E9%A6%AC%E9%88%B4%E8%96%AF/@23.9712716,121.6087395,17z/data=!3m1!4b1!4m6!3m5!1s0x34689f399ee9b9e3:0xf4ac7b14b70c5825!8m2!3d23.9712716!4d121.6113144!16s%2Fg%2F11n86mx_b2?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",2.9,$1-200,25,可愛,23.9712716,121.6113144
東大門夜市,正當冰 花蓮東大門夜市店,正當冰 花蓮東大門夜市店,花蓮縣,花蓮市,,區 B46 攤,"https://www.google.com/maps/place/%E6%AD%A3%E7%95%B6%E5%86%B0+%E8%8A%B1%E8%93%AE%E6%9D%B1%E5%A4%A7%E9%96%80%E5%A4%9C%E5%B8%82%E5%BA%97/@23.9719609,121.6096209,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe98ab85581:0xe89d4217610e536b!8m2!3d23.9719609!4d121.6121958!16s%2Fg%2F11c45sxcrz?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.4,,244,"芋頭,百香果,芭樂,威士忌,沙瓦,抹茶,洛神花,添加物,燒仙草,紅豆",23.9719609,121.6121958
東大門夜市,缸缸好酸梅湯,缸缸好酸梅湯-花蓮美食-小吃-飲料-豆干,花蓮縣,花蓮市,,攤位B27,"https://www.google.com/maps/place/%E7%BC%B8%E7%BC%B8%E5%A5%BD%E9%85%B8%E6%A2%85%E6%B9%AF-%E8%8A%B1%E8%93%AE%E7%BE%8E%E9%A3%9F-%E5%B0%8F%E5%90%83-%E9%A3%B2%E6%96%99-%E8%B1%86%E5%B9%B2/@23.9730491,121.608918,17z/data=!3m1!4b1!4m6!3m5!1s0x34689f02231a99b1:0x35c2e62d47d1dfa2!8m2!3d23.9730491!4d121.6114929!16s%2Fg%2F11jg3d2wz_?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.7,$1-200,51,"滷,茶葉蛋,夜市,飛魚,香腸,種,杯",23.9730491,121.6114929
東大門夜市,香榭城現打果汁 東大門夜市福町總店,香榭城現打果汁 東大門夜市福町總店,花蓮縣,花蓮市,,東大門福町夜市,"https://www.google.com/maps/place/%E9%A6%99%E6%A6%AD%E5%9F%8E%E7%8F%BE%E6%89%93%E6%9E%9C%E6%B1%81+%E6%9D%B1%E5%A4%A7%E9%96%80%E5%A4%9C%E5%B8%82%E7%A6%8F%E7%94%BA%E7%B8%BD%E5%BA%97/@23.9721371,121.609614,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fa3ce0ddd91:0x9236cb54f7657a0c!8m2!3d23.9721371!4d121.6121889!16s%2Fg%2F1v1kmlv0?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",3.5,,132,"草莓,餐,支付,甜,麥克風,柳橙,西瓜汁,香蕉,芒果,冰棒",23.9721371,121.6121889
東大門夜市,福町本舖檸檬汁,福町本舖檸檬汁,花蓮縣,花蓮市,,970東大門福町夜市,"https://www.google.com/maps/place/%E7%A6%8F%E7%94%BA%E6%9C%AC%E8%88%96%E6%AA%B8%E6%AA%AC%E6%B1%81/@23.9726949,121.6091633,17z/data=!3m1!4b1!4m6!3m5!1s0x34689fe982e1451f:0x19f4deed902697bb!8m2!3d23.9726949!4d121.6117382!16s%2Fg%2F11c14_8vdw?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4.1,$1-200,134,"酸,夜市,煉乳,杯,價錢,桑椹,失望,果汁,冬瓜,嘉興冰淇淋店",23.9726949,121.6117382
樂華夜市,樂華夜市三鮮羹,樂華夜市三鮮羹,新北市,永和區,,內 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E4%B8%89%E9%AE%AE%E7%BE%B9/data=!4m7!3m6!1s0x3442a9c31fe8c753:0x90793ca166229089!8m2!3d25.0084162!4d121.5113918!16s%2Fg%2F11g_y5tdf!19sChIJU8foH8OpQjQRiZAiZqE8eZA?authuser=0&hl=zh-TW&rclk=1,4.1,$1-200,1478,"土魠魚,米糕,排隊,魷魚,蝦仁羹,米粉,醋,肉鬆,勾芡,魚塊",25.0084162,121.5113918
樂華夜市,大腸包小腸,大腸包小腸,新北市,永和區,, 萬客福對面 ,https://www.google.com/maps/place/%E5%A4%A7%E8%85%B8%E5%8C%85%E5%B0%8F%E8%85%B8/data=!4m7!3m6!1s0x3442a96a9921e785:0x7dce91b037bc2b08!8m2!3d25.0082858!4d121.5116362!16s%2Fg%2F11pynkrpdq!19sChIJhechmWqpQjQRCCu8N7CRzn0?authuser=0&hl=zh-TW&rclk=1,4.8,$1-200,224,"蒜,價格,米腸,口味,口感,烤,腸衣,雞腿,酸菜,芥末",25.0082858,121.5116362
樂華夜市,QQ王子地瓜球,QQ王子地瓜球,新北市,永和區,,內 ,https://www.google.com/maps/place/QQ%E7%8E%8B%E5%AD%90%E5%9C%B0%E7%93%9C%E7%90%83/data=!4m7!3m6!1s0x3442a9c30c8db583:0x995d5231ff16339e!8m2!3d25.0094475!4d121.5100696!16s%2Fg%2F1tdy6rxt!19sChIJg7WNDMOpQjQRnjMW_zFSXZk?authuser=0&hl=zh-TW&rclk=1,3.4,$1-200,145,"樂華夜市,炸,包,粉,口感,梅,價格,甜,酥脆,燒焦",25.0094475,121.5100696
樂華夜市,波哥500cc冷熱飲專賣攤,波哥500cc冷熱飲專賣攤,新北市,,,市內 ,https://www.google.com/maps/place/%E6%B3%A2%E5%93%A5500cc%E5%86%B7%E7%86%B1%E9%A3%B2%E5%B0%88%E8%B3%A3%E6%94%A4/data=!4m7!3m6!1s0x3442a9c28221f591:0xb9b08a82e9cd70bc!8m2!3d25.0084739!4d121.511234!16s%2Fg%2F11h0fch4n!19sChIJkfUhgsKpQjQRvHDN6YKKsLk?authuser=0&hl=zh-TW&rclk=1,4.1,$1-200,27,"珍珠,杯,價錢,奶茶,紅茶,糖,杏仁,傳統",25.0084739,121.511234
樂華夜市,魷魚船現炸魷魚,魷魚船現炸魷魚,新北市,永和區,, ,https://www.google.com/maps/place/%E9%AD%B7%E9%AD%9A%E8%88%B9%E7%8F%BE%E7%82%B8%E9%AD%B7%E9%AD%9A/data=!4m7!3m6!1s0x3442a9c2e104f707:0x76736768f81ba942!8m2!3d25.0082245!4d121.511647!16s%2Fg%2F12hkdq9bw!19sChIJB_cE4cKpQjQRQqkb-Ghnc3Y?authuser=0&hl=zh-TW&rclk=1,3.0,$1-200,93,"檸檬,椒鹽,夜市,辣,價格,調味,粉,酸,海苔,表演",25.0082245,121.511647
樂華夜市,阿婆的章魚燒,阿婆的章魚燒,新北市,永和區,, ,https://www.google.com/maps/place/%E9%98%BF%E5%A9%86%E7%9A%84%E7%AB%A0%E9%AD%9A%E7%87%92/data=!4m7!3m6!1s0x3442a9c2e119226f:0x6492319d998aa797!8m2!3d25.008384!4d121.5114959!16s%2Fg%2F11hc_2ssv_!19sChIJbyIZ4cKpQjQRl6eKmZ0xkmQ?authuser=0&hl=zh-TW&rclk=1,4.0,$1-200,109,"阿公,盒,價格,口感,油,內餡,烤盤,海苔,糊,芥末",25.008384,121.5114959
南機場夜市,夫妻飯莊,夫妻飯莊(南機場),台北市,中正區,,61號攤位南機場夜市,"https://www.google.com/maps/place/%E5%A4%AB%E5%A6%BB%E9%A3%AF%E8%8E%8A(%E5%8D%97%E6%A9%9F%E5%A0%B4)/@25.0285646,121.5038034,17z/data=!3m1!4b1!4m6!3m5!1s0x3442a9bb3ae09b73:0x6c5bf5aa4ff00fd2!8m2!3d25.0285646!4d121.5063783!16s%2Fg%2F11hbl95hj2?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",4.5,$1-200,700,"主菜,配菜,排隊,糖醋,三杯雞,雞塊,棗,魚片,鹽酥雞,雙拼",25.0285646,121.5063783
南機場夜市,南機場現壓甘蔗汁,南機場現壓甘蔗汁,台北市,中正區,,中正區,"https://www.google.com/maps/place/%E5%8D%97%E6%A9%9F%E5%A0%B4%E7%8F%BE%E5%A3%93%E7%94%98%E8%94%97%E6%B1%81/@25.0285573,121.5037946,17z/data=!3m1!4b1!4m6!3m5!1s0x3442a9bb3a43dddf:0x2e7100b00bc8de7!8m2!3d25.0285573!4d121.5063695!16s%2Fg%2F1tfk23ph?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",4.3,,27,甜,25.0285573,121.5063695
南機場夜市,郭家炸蛋蔥油餅,郭家炸蛋蔥油餅,台北市,中正區,,中正區,"https://www.google.com/maps/place/%E9%83%AD%E5%AE%B6%E7%82%B8%E8%9B%8B%E8%94%A5%E6%B2%B9%E9%A4%85/@25.0283566,121.503989,17z/data=!3m1!4b1!4m6!3m5!1s0x3442a94f3cba0f03:0x7b911c66ec921dbb!8m2!3d25.0283566!4d121.5065639!16s%2Fg%2F11k74n8b58?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",4.1,,37,"醬,香,甜",25.0283566,121.5065639
瑞豐夜市,何佳佳蔥油餅,何佳佳蔥油餅（瑞豐夜市）,高雄市,左營區,,第三排,"https://www.google.com.tw/maps/place/%E4%BD%95%E4%BD%B3%E4%BD%B3%E8%94%A5%E6%B2%B9%E9%A4%85%EF%BC%88%E7%91%9E%E8%B1%90%E5%A4%9C%E5%B8%82%EF%BC%89/@22.6658997,120.2998645,21z/data=!4m6!3m5!1s0x346e05b4f4e9c639:0x249017e0a1e618f0!8m2!3d22.6658997!4d120.3000013!16s%2Fg%2F11t8d7y2pf?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.0,$1-200,169,"煎,酥脆,袋子,排隊,冷,香,店員,口罩,胡椒,海苔",22.6658997,120.3000013
瑞豐夜市,曾氏福建炒麵,曾氏福建炒麵-全台第一創始店｜十年老字號｜臺灣第一福建炒麵品牌｜瑞豐夜市必吃美食｜小吃｜外帶｜消夜,高雄市,左營區,,第一排,"https://www.google.com.tw/maps/place/%E6%9B%BE%E6%B0%8F%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5-%E5%85%A8%E5%8F%B0%E7%AC%AC%E4%B8%80%E5%89%B5%E5%A7%8B%E5%BA%97%EF%BD%9C%E5%8D%81%E5%B9%B4%E8%80%81%E5%AD%97%E8%99%9F%EF%BD%9C%E8%87%BA%E7%81%A3%E7%AC%AC%E4%B8%80%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5%E5%93%81%E7%89%8C%EF%BD%9C%E7%91%9E%E8%B1%90%E5%A4%9C%E5%B8%82%E5%BF%85%E5%90%83%E7%BE%8E%E9%A3%9F%EF%BD%9C%E5%B0%8F%E5%90%83%EF%BD%9C%E5%A4%96%E5%B8%B6%EF%BD%9C%E6%B6%88%E5%A4%9C/@22.6658997,120.2998645,21z/data=!4m6!3m5!1s0x346e05071ea317df:0xadf9a40adface0c2!8m2!3d22.6660923!4d120.3000307!16s%2Fg%2F11c1t520d6?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.9,$1-200,6361,"鑊氣,招牌,排隊,海鮮,冷泡茶,羊,五花肉,川菜,大川由里,是拉差醬",22.6660923,120.3000307
瑞豐夜市,阿3酥皮雞蛋糕,阿3酥皮雞蛋糕-瑞豐夜市(南屏路裕誠路三角窗/第一排/免下車取餐）,高雄市,左營區,,瑞豐夜市,"https://www.google.com.tw/maps/place/%E9%98%BF3%E9%85%A5%E7%9A%AE%E9%9B%9E%E8%9B%8B%E7%B3%95-%E7%91%9E%E8%B1%90%E5%A4%9C%E5%B8%82(%E5%8D%97%E5%B1%8F%E8%B7%AF%E8%A3%95%E8%AA%A0%E8%B7%AF%E4%B8%89%E8%A7%92%E7%AA%97%2F%E7%AC%AC%E4%B8%80%E6%8E%92%2F%E5%85%8D%E4%B8%8B%E8%BB%8A%E5%8F%96%E9%A4%90%EF%BC%89/@22.6658997,120.2998645,21z/data=!4m6!3m5!1s0x346e05f1d28ff615:0xe91058c7dc5ed078!8m2!3d22.6659167!4d120.3000333!16s%2Fg%2F11txs_hw7q?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.5,,45,"烤,口感,香,小孩,甜,冷,價格",22.6659167,120.3000333
瑞豐夜市,泰刺激 手沖泰奶「泰總店,泰刺激 手沖泰奶「泰總店,高雄市,鼓山區,,第一排,"https://www.google.com.tw/maps/place/%E6%B3%B0%E5%88%BA%E6%BF%80+%E6%89%8B%E6%B2%96%E6%B3%B0%E5%A5%B6%E3%80%8C%E6%B3%B0%E7%B8%BD%E5%BA%97/@22.6658997,120.2998645,21z/data=!4m6!3m5!1s0x346e05665e797f81:0x8b9d48065700929f!8m2!3d22.6660531!4d120.2999962!16s%2Fg%2F11t_h215dc?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.8,$1-200,23,"狗,饅頭",22.6660531,120.2999962
瑞豐夜市,章魚爆爆起司章魚燒,章魚爆爆起司章魚燒（瑞豐總店）,高雄市,鼓山區,,第三排,"https://www.google.com.tw/maps/place/%E7%AB%A0%E9%AD%9A%E7%88%86%E7%88%86%E8%B5%B7%E5%8F%B8%E7%AB%A0%E9%AD%9A%E7%87%92%EF%BC%88%E7%91%9E%E8%B1%90%E7%B8%BD%E5%BA%97%EF%BC%89/@22.6659739,120.2998357,21z/data=!4m6!3m5!1s0x346e05b2596ee627:0x7da2c45fc400a5b9!8m2!3d22.6660287!4d120.2999181!16s%2Fg%2F11sqzh8wp1?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.7,,111,"干貝,價格,鮭魚,口味,料,口感,麵粉,盒,外送",22.6660287,120.2999181
瑞豐夜市,真的好想吃車輪餅G'Day,真的好想吃車輪餅G'Day,高雄市,鼓山區,,第三排,"https://www.google.com.tw/maps/place/%E7%9C%9F%E7%9A%84%E5%A5%BD%E6%83%B3%E5%90%83%E8%BB%8A%E8%BC%AA%E9%A4%85G'Day/@22.665982,120.2997981,21z/data=!4m6!3m5!1s0x346e05293af400c1:0x733ac64ebec54ca2!8m2!3d22.6659993!4d120.299929!16s%2Fg%2F11nmr2_gxl?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,,28,"口味,餡料,流沙,珍珠,蘿蔔,奶油,紅豆餅",22.6659993,120.299929
瑞豐夜市,文哥鮮奶麻糬,文哥鮮奶麻糬,高雄市,左營區,,第二排第二攤,"https://www.google.com.tw/maps/place/%E6%96%87%E5%93%A5%E9%AE%AE%E5%A5%B6%E9%BA%BB%E7%B3%AC/@22.665982,120.2997981,21z/data=!4m6!3m5!1s0x346e050718db6069:0xb603ecf511769543!8m2!3d22.6659055!4d120.2999714!16s%2Fg%2F11f_0tbmvr?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.1,,549,"口感,椰子味,抹茶,口味,巧克力,可可,芝麻,糯米,粉,ㄉ",22.6659055,120.2999714
瑞豐夜市,蘋什麼日式蘋果糖Candy Apple,蘋什麼日式蘋果糖Candy Apple,高雄市,左營區,,右邊開始算第三排,"https://www.google.com.tw/maps/place/%E8%98%8B%E4%BB%80%E9%BA%BC%E6%97%A5%E5%BC%8F%E8%98%8B%E6%9E%9C%E7%B3%96Candy+Apple/@22.6660105,120.299727,20.5z/data=!4m6!3m5!1s0x346e0540ac961e87:0xca3736c943ecf3b1!8m2!3d22.665906!4d120.2998573!16s%2Fg%2F11y34dk1y5?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.3,,29,"夜市王,梅,甜,糖葫蘆,價格",22.665906,120.2998573
瑞豐夜市,醋吧水果茶,醋吧水果茶(瑞豐店),高雄市,左營區,,左營區,"https://www.google.com.tw/maps/place/%E9%86%8B%E5%90%A7%E6%B0%B4%E6%9E%9C%E8%8C%B6(%E7%91%9E%E8%B1%90%E5%BA%97)/@22.6660013,120.2997127,21z/data=!4m6!3m5!1s0x346e050718c4a2bd:0x9c05b33cbc73503!8m2!3d22.666021!4d120.299878!16s%2Fg%2F11gj45ky7x?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",3.6,$1-200,33,"甘蔗,店員,綠茶,瑞豐夜市,香,杯,檸茶,耐心,甜",22.666021,120.299878
瑞豐夜市,五哥肉夾饃高雄瑞豐店,五哥肉夾饃高雄瑞豐店（瑞豐夜市第二道中間）,高雄市,左營區,,第二道104與105格位,"https://www.google.com.tw/maps/place/%E4%BA%94%E5%93%A5%E8%82%89%E5%A4%BE%E9%A5%83%E9%AB%98%E9%9B%84%E7%91%9E%E8%B1%90%E5%BA%97%EF%BC%88%E7%91%9E%E8%B1%90%E5%A4%9C%E5%B8%82%E7%AC%AC%E4%BA%8C%E9%81%93%E4%B8%AD%E9%96%93%EF%BC%89/@22.6660848,120.2996604,21z/data=!4m6!3m5!1s0x346e05ce355f926b:0xb08f85c5d5055ecf!8m2!3d22.6662356!4d120.299831!16s%2Fg%2F11v4j4y45s?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.9,$1-200,1234,"起司,香,酥脆,青椒,辣,價格,滷蛋,生菜,酥肉,荷包蛋",22.6662356,120.299831
瑞豐夜市,煮玉米 白甘蔗大王,煮玉米 白甘蔗大王,高雄市,鼓山區,,鼓山區,"https://www.google.com.tw/maps/place/%E7%85%AE%E7%8E%89%E7%B1%B3+%E7%99%BD%E7%94%98%E8%94%97%E5%A4%A7%E7%8E%8B/@22.6660067,120.2995229,21z/data=!4m6!3m5!1s0x346e053589651a2f:0x8f60ea1e79f63e21!8m2!3d22.6659115!4d120.2996928!16s%2Fg%2F11h22jyg32?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",1.3,$1-200,44,"價錢,甘蔗汁,水煮,種,消費,葡萄柚,秤,根,支付,夜市",22.6659115,120.2996928
瑞豐夜市,沈記東山鴨頭,沈記東山鴨頭,高雄市,鼓山區,,第三排,"https://www.google.com.tw/maps/place/%E6%B2%88%E8%A8%98%E6%9D%B1%E5%B1%B1%E9%B4%A8%E9%A0%AD/@22.6660367,120.2996554,21z/data=!4m6!3m5!1s0x346e050719e636ed:0xd0936446daf6947c!8m2!3d22.666217!4d120.299623!16s%2Fg%2F12hlv5_hv?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",1.5,$200-400,166,"米血,海帶,油,豆皮,豆乾,瑞豐夜市,脖子,大腸,甜不辣,樓梯",22.666217,120.299623
瑞豐夜市,馳名烤豬 瑞豐夜市,馳名烤豬 瑞豐夜市（第三排）,高雄市,左營區,,第三排,"https://www.google.com.tw/maps/place/%E9%A6%B3%E5%90%8D%E7%83%A4%E8%B1%AC+%E7%91%9E%E8%B1%90%E5%A4%9C%E5%B8%82%EF%BC%88%E7%AC%AC%E4%B8%89%E6%8E%92%EF%BC%89/@22.6662171,120.2994863,21z/data=!4m6!3m5!1s0x346e05df68e969e7:0xa058b2e20ed86702!8m2!3d22.6661763!4d120.2995996!16s%2Fg%2F11vljxv9b_?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.9,$1-200,86,"香,豬皮,盒,酥肉,汁,價格",22.6661763,120.2995996
瑞豐夜市,瑞豐夜市,瑞豐夜市-第三排首爾馬鈴薯塔•拔絲起司熱狗（182號攤位）,高雄市,鼓山區,,第三排中間,"https://www.google.com.tw/maps/place/%E7%91%9E%E8%B1%90%E5%A4%9C%E5%B8%82-%E7%AC%AC%E4%B8%89%E6%8E%92%E9%A6%96%E7%88%BE%E9%A6%AC%E9%88%B4%E8%96%AF%E5%A1%94%E2%80%A2%E6%8B%94%E7%B5%B2%E8%B5%B7%E5%8F%B8%E7%86%B1%E7%8B%97%EF%BC%88182%E8%99%9F%E6%94%A4%E4%BD%8D%EF%BC%89/@22.6661721,120.2996036,21z/data=!4m6!3m5!1s0x346e050719c1fbed:0x3403418b8c25e747!8m2!3d22.6661973!4d120.2996519!16s%2Fg%2F11hbnh0bl3?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.8,,559,"口味,小孩,炸,口感,價格,梅,根,中秋,臉書,人群",22.6661973,120.2996519
瑞豐夜市,彭氏臭豆腐,彭氏臭豆腐-瑞豐夜市,高雄市,鼓山區,,第七排,"https://www.google.com.tw/maps/place/%E5%BD%AD%E6%B0%8F%E8%87%AD%E8%B1%86%E8%85%90-%E7%91%9E%E8%B1%90%E5%A4%9C%E5%B8%82/@22.666143,120.2995117,21z/data=!4m6!3m5!1s0x346e05073de0bc3d:0x53c43aa1015c88de!8m2!3d22.6660157!4d120.2995289!16s%2Fg%2F1tfvqq7b?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",3.5,$1-200,121,"鴨血,湯,麻辣,碗,高麗菜,黃豆芽,金針菇,座位,冬粉,子遊傳統夜市",22.6660157,120.2995289
